Timestamp,cmd_WRJ1,cmd_WRJ2,cmd_FFJ1,cmd_FFJ2,cmd_FFJ3,cmd_FFJ4,cmd_MFJ1,cmd_MFJ2,cmd_MFJ3,cmd_MFJ4,cmd_RFJ1,cmd_RFJ2,cmd_RFJ3,cmd_RFJ4,cmd_LFJ1,cmd_LFJ2,cmd_LFJ3,cmd_LFJ4,cmd_LFJ5,cmd_THJ1,cmd_THJ2,cmd_THJ3,cmd_THJ4,cmd_THJ5,state_WRJ1,state_WRJ2,state_FFJ1,state_FFJ2,state_FFJ3,state_FFJ4,state_MFJ1,state_MFJ2,state_MFJ3,state_MFJ4,state_RFJ1,state_RFJ2,state_RFJ3,state_RFJ4,state_LFJ1,state_LFJ2,state_LFJ3,state_LFJ4,state_LFJ5,state_THJ1,state_THJ2,state_THJ3,state_THJ4,state_THJ5
1743512301.2352583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015994879632976907,-0.00939855715672207,0.003092118753533213,0.0051501518911308275,-0.0011660085340315933,-0.011199171783731818,0.01037971141053895,-0.0016782012038407124,-0.003211030685292713,0.010092628158576537,-0.024202130283619172,0.034877878966663,-0.009773957117731167,0.0005357455132120335,-0.0013494813804080241,0.007960116520920102,-0.01026131631388851,0.014215890262480017,0.015261875218970634,-0.005916575886198922,0.010095783966968164,0.012000401680338543,0.00841696522765185,-0.0012308235480200935
1743512301.2354994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01619572735395395,-0.009408711488926145,0.0024736950028265703,0.0051501518911308275,-0.001172815317264875,-0.011180051900611486,0.01037971141053895,-0.0016782012038407124,-0.0032201256829715885,0.010113248401638738,-0.024982844163735918,0.034877878966663,-0.009778996462162532,0.0005256316365522226,-0.0013494813804080241,0.009286802607740119,-0.010233456468892668,0.01420997902228838,0.015282887044777737,-0.005934940944799309,0.010170276471057624,0.011995935243223297,0.008434553273759235,-0.0012511125862180498
1743512301.2430933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016115904843364844,-0.009404383593730118,0.003092118753533213,0.0051501518911308275,-0.0011786133667083317,-0.011182873216445814,0.009803060776620132,-0.0016782012038407124,-0.003238636057754076,0.010043274039829938,-0.024202130283619172,0.034877878966663,-0.009761144459946015,0.0005421872284086357,-0.0013494813804080241,0.007960116520920102,-0.010231855755234885,0.014226507008826978,0.01529185591809081,-0.005942071777962425,0.010052244039230563,0.012001889757057214,0.008407323790641604,-0.001228584812001037
1743512301.2509918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016266351818285892,-0.009388205101960213,0.0024736950028265703,0.0051501518911308275,-0.0011835542429579943,-0.011156638840774832,0.01037971141053895,-0.0016782012038407124,-0.0032431613728916473,0.01007525631630441,-0.024982844163735918,0.03358610567160142,-0.009770136386405627,0.0005938890541994546,-0.0013494813804080241,0.007960116520920102,-0.010267354627877746,0.014228997269470287,0.015299150265594823,-0.0059417171803891194,0.010072971219713834,0.012007659268019992,0.00832313611888736,-0.0012159766904498753
1743512301.2674217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016127784166964258,-0.009387287497491853,0.003092118753533213,0.0051501518911308275,-0.0011877681404923043,-0.01115327686392495,0.01037971141053895,-0.0016782012038407124,-0.0032371461060980073,0.01006163246480447,-0.024982844163735918,0.034877878966663,-0.009763186401956938,0.000614778488153166,-0.0013494813804080241,0.010613488694560136,-0.01027907171427876,0.014231747619923173,0.015279167470573556,-0.0059470468556002696,0.009973873031659313,0.011993130704045335,0.008353794887416654,-0.0011891467262276697
1743512301.2676353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01623250390790874,-0.009379948369419232,0.003092118753533213,0.0051501518911308275,-0.0011913543095808045,-0.011178118158686886,0.01037971141053895,-0.0016782012038407124,-0.003243494529350302,0.009999297314895893,-0.024982844163735918,0.034877878966663,-0.009772091427228204,0.0006701881943105393,-0.0020242220706119807,0.010613488694560136,-0.010267844509450242,0.014234088261027135,0.015279847748426615,-0.00591133307553402,0.010041619108658554,0.011981147929658674,0.008379956813094176,-0.0012052464548254036
1743512301.2752721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016266536486072757,-0.009373687150488735,0.003092118753533213,0.0051501518911308275,-0.001194413772443792,-0.011182674847846085,0.01037971141053895,-0.0016782012038407124,-0.003217183492140223,0.010032082431504205,-0.024982844163735918,0.034877878966663,-0.009753290198680832,0.0006530517411049813,-0.0013494813804080241,0.010613488694560136,-0.01025923432139343,0.014236085128535726,0.015297957553113306,-0.005899677855583733,0.010022524549893799,0.011980755214588914,0.008381458269572581,-0.0012293936455722168
1743512301.2831783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016329109810549185,-0.009368779132500678,0.003092118753533213,0.0051501518911308275,-0.001197017885932775,-0.011166781448817338,0.01037971141053895,-0.0016782012038407124,-0.0032053643623800253,0.010007732191951828,-0.024202130283619172,0.034877878966663,-0.009749711034479516,0.000612611402337078,-0.0006747406902040121,0.010613488694560136,-0.010234905689652924,0.014237784796041987,0.015313380652001184,-0.00588699162894808,0.010111512961811977,0.01198023007959845,0.008362964046086847,-0.0012270406225251848
1743512301.2990472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016376081497079403,-0.009370880283854115,0.003092118753533213,0.0051501518911308275,-0.0011992376271136645,-0.011191578589945411,0.009803060776620132,-0.0016782012038407124,-0.0031949897341794265,0.010007529559763998,-0.024202130283619172,0.034877878966663,-0.009759574558221266,0.0006428141351407818,-0.0006747406902040121,0.009286802607740119,-0.010211332763299632,0.01423923358925835,0.01529131996651411,-0.0058951094935797005,0.010116499977000386,0.011980008770359941,0.0083863126351768,-0.0012386140790040716
1743512301.299202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01648287488363833,-0.009372805632312724,0.003092118753533213,0.0051501518911308275,-0.001201130541728179,-0.011201937210893945,0.01037971141053895,-0.0016782012038407124,-0.0031963643552933756,0.009989420151114361,-0.024202130283619172,0.03358610567160142,-0.009793084776858915,0.0006538424634660731,-0.0013494813804080241,0.009286802607740119,-0.010249887958159554,0.014229876132484914,0.015290744067383684,-0.005904096223916271,0.010084854655051998,0.012006585477607759,0.008407111958170926,-0.0012275471147955833
